gender,car,reality,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,email,occyp_type,family_size,begin_month,ID
0.0,1.0,1.0,0.49552802622490644,0.0,0.0,0.0,0.0,0.6491660457385223,0.0,0.0,0.0,0.0,0.07142857142857142,0.8833333333333333,0.0
0.0,0.0,0.0,0.4337219038764655,0.25,0.25,0.0,0.0,0.4624290709004414,0.5937062557847008,0.0,0.0,0.05555555555555555,0.14285714285714285,0.43333333333333335,0.0001541782300339192
1.0,1.0,0.0,0.39581140330285924,0.25,0.0,0.0,0.0,0.3311744139393592,0.7767235945525431,1.0,0.0,0.1111111111111111,0.07142857142857142,0.15,0.0003083564600678384
0.0,1.0,0.0,0.3509727980423212,0.25,0.0,0.0,0.0,0.2616495672608471,0.5192631194499938,0.0,0.0,0.16666666666666666,0.21428571428571427,0.2,0.0004625346901017576
1.0,1.0,1.0,0.5214394908629965,0.25,0.0,0.0,0.0,0.4854702814237405,0.8043098307450648,0.0,0.0,0.22222222222222224,0.14285714285714285,0.05,0.0006167129201356768
1.0,1.0,1.0,0.3509727980423212,0.25,0.0,0.0,0.0,0.2789018169312776,0.6327352237225087,1.0,1.0,0.22222222222222224,0.14285714285714285,0.9333333333333333,0.000770891150169596
0.0,0.0,0.0,0.4337219038764655,0.0,0.0,0.0,0.0,0.7765231845016335,0.0,0.0,0.0,0.0,0.07142857142857142,0.16666666666666666,0.0009250693802035151
1.0,1.0,1.0,0.5662780961235341,0.0,0.0,0.0,0.0,0.6444087808792344,0.0,0.0,0.0,0.0,0.14285714285714285,0.8666666666666667,0.0010792476102374343
0.0,1.0,0.0,0.4665614732014869,0.5,0.25,0.0,0.0,0.20198314896543823,0.8437709325550259,1.0,0.0,0.2777777777777778,0.07142857142857142,0.6333333333333333,0.0012334258402713536
0.0,0.0,1.0,0.4116834555399782,0.25,0.0,0.0,0.0,0.6304808849658968,0.8884113926386767,0.0,0.0,0.33333333333333326,0.07142857142857142,0.5833333333333334,0.0013876040703052729
0.0,0.0,1.0,0.31953455132565267,0.25,0.0,0.0,0.0,0.24714850690663148,0.7232654639399625,1.0,0.0,0.05555555555555555,0.21428571428571427,0.8666666666666667,0.0015417823003391919
0.0,0.0,1.0,0.27018331574272203,0.25,0.0,0.0,0.0,0.685275405513842,0.8302274517373193,1.0,0.0,0.38888888888888884,0.07142857142857142,0.05,0.0016959605303731111
